minuto,time,tipo,jogador,assist,placar_momento,descricao,Resultado,Data,IdJogo
45+2,Fortaleza,17,Emanuel Brítez,,,Emanuel Brítez recieves a yellow card,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
45+2,Fortaleza,17,Emanuel Brítez,,,Emanuel Brítez recieves a red card,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
45+4,Cuiaba,17,,,, recieves a red card,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
45+7,Cuiaba,1,Ramon,,,"Ramon assists a goal (Long Ball, Key pass, Fast break)",5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
45+7,Cuiaba,16,Isidro Pitta,Ramon,4-0,"GOAL! Isidro Pitta scores , Assisted by Ramon (Low to the left, Out of box, Big Chance, Right footed, Fast break)",5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
46,Cuiaba,18,Max,,,Max is substituted off,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
46,Cuiaba,19,Fernando Sobral,,,Fernando Sobral is substituted on,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
46,Fortaleza,18,Juan Lucero,,,Juan Lucero is substituted off,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
46,Fortaleza,19,Pedro Augusto,,,Pedro Augusto is substituted on,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
46,Fortaleza,18,Tomás Pochettino,,,Tomás Pochettino is substituted off,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
46,Fortaleza,19,Lucas Sasha,,,Lucas Sasha is substituted on,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
54,Cuiaba,16,Fernando Sobral,,5-0,"GOAL! Fernando Sobral scores  (Low to the right, 18-yard box, Penalty, Big Chance, Right footed)",5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
58,Fortaleza,18,Breno Lopes,,,Breno Lopes is substituted off,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
58,Fortaleza,19,Kauan Rodrigues,,,Kauan Rodrigues is substituted on,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
59,Cuiaba,18,Ramon,,,Ramon is substituted off,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
59,Cuiaba,19,Rikelme,,,Rikelme is substituted on,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
59,Cuiaba,18,Isidro Pitta,,,Isidro Pitta is substituted off,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
59,Cuiaba,19,André Luís,,,André Luís is substituted on,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
63,Fortaleza,17,Zé Welison,,,Zé Welison recieves a yellow card,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
67,Cuiaba,18,Denilson,,,Denilson is substituted off,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
67,Cuiaba,19,Lucas Fernandes,,,Lucas Fernandes is substituted on,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
72,Cuiaba,18,Lucas Mineiro,,,Lucas Mineiro is substituted off,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
72,Cuiaba,19,Filipe Augusto,,,Filipe Augusto is substituted on,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
76,Fortaleza,18,Zé Welison,,,Zé Welison is substituted off,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
76,Fortaleza,19,Hércules,,,Hércules is substituted on,5-0,"Sun, 16-Jun-24",Cuiaba x Fortaleza
30,Criciuma,17,Tobias Figueiredo,,,Tobias Figueiredo recieves a yellow card,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
34,Criciuma,16,Marcelo Hermes,,1-0,"GOAL! Marcelo Hermes scores  (Low to the centre, Out of box, Left footed, Free kick)",2-2,"Sun, 16-Jun-24",Criciuma x Bahia
46,Criciuma,18,Jonathan,,,Jonathan is substituted off,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
46,Criciuma,19,Claudinho,,,Claudinho is substituted on,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
46,Criciuma,1,Rodrigo,,,"Rodrigo assists a goal (Long Ball, Key pass, Open play)",2-2,"Sun, 16-Jun-24",Criciuma x Bahia
46,Criciuma,16,Arthur Caíke,Rodrigo,2-0,"GOAL! Arthur Caíke scores , Assisted by Rodrigo (High to the left, 18-yard box, Big Chance, Head, Open play)",2-2,"Sun, 16-Jun-24",Criciuma x Bahia
56,Bahia,1,Éverton Ribeiro,,,"Éverton Ribeiro assists a goal (Off the ground, Cross, Key pass, Left footed, Open play)",2-2,"Sun, 16-Jun-24",Criciuma x Bahia
56,Bahia,16,Everaldo,Éverton Ribeiro,2-1,"GOAL! Everaldo scores , Assisted by Éverton Ribeiro (High to the right, 18-yard box, Big Chance, Head, Open play)",2-2,"Sun, 16-Jun-24",Criciuma x Bahia
57,Criciuma,17,Gustavo,,,Gustavo recieves a yellow card,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
62,Criciuma,17,Gustavo,,,Gustavo recieves a red card after receiving second yellow card,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
65,Criciuma,18,Matheusinho,,,Matheusinho is substituted off,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
65,Criciuma,19,Alisson,,,Alisson is substituted on,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
72,Bahia,1,Cauly,,,"Cauly assists a goal (Key pass, From corner)",2-2,"Sun, 16-Jun-24",Criciuma x Bahia
72,Bahia,16,Caio Alexandre,Cauly,2-2,"GOAL! Caio Alexandre scores , Assisted by Cauly (High to the left, 18-yard box, Right footed, From corner)",2-2,"Sun, 16-Jun-24",Criciuma x Bahia
73,Bahia,18,Gilberto,,,Gilberto is substituted off,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
73,Bahia,19,Ademir,,,Ademir is substituted on,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
74,Bahia,18,Éverton Ribeiro,,,Éverton Ribeiro is substituted off,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
74,Bahia,19,Óscar Estupiñán,,,Óscar Estupiñán is substituted on,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
74,Bahia,18,Jean Lucas,,,Jean Lucas is substituted off,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
74,Bahia,19,Biel,,,Biel is substituted on,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
76,Criciuma,18,Yannick Bolasie,,,Yannick Bolasie is substituted off,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
76,Criciuma,19,Marquinhos Gabriel,,,Marquinhos Gabriel is substituted on,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
77,Criciuma,18,Ronald,,,Ronald is substituted off,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
77,Criciuma,19,Walisson Maia,,,Walisson Maia is substituted on,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
84,Criciuma,18,Arthur Caíke,,,Arthur Caíke is substituted off,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
84,Criciuma,19,Éder,,,Éder is substituted on,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
88,Criciuma,17,Éder,,,Éder recieves a yellow card,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
88,Bahia,17,Thaciano,,,Thaciano recieves a yellow card,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
90,Bahia,18,Caio Alexandre,,,Caio Alexandre is substituted off,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
90,Bahia,19,Yago Felipe,,,Yago Felipe is substituted on,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
90,Bahia,18,Víctor Cuesta,,,Víctor Cuesta is substituted off,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
90,Bahia,19,Rezende,,,Rezende is substituted on,2-2,"Sun, 16-Jun-24",Criciuma x Bahia
38,Vasco da Gama,17,Pablo Vegetti,,,Pablo Vegetti recieves a yellow card,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
46,Cruzeiro,18,Rafa Silva,,,Rafa Silva is substituted off,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
46,Cruzeiro,19,Arthur Viana,,,Arthur Viana is substituted on,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
56,Cruzeiro,18,Gabriel Veron,,,Gabriel Veron is substituted off,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
56,Cruzeiro,19,João Pedro,,,João Pedro is substituted on,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
62,Cruzeiro,17,Lucas Romero,,,Lucas Romero recieves a yellow card,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
65,Vasco da Gama,18,Rossi,,,Rossi is substituted off,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
65,Vasco da Gama,19,David,,,David is substituted on,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
65,Vasco da Gama,18,Paulo Henrique,,,Paulo Henrique is substituted off,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
65,Vasco da Gama,19,José Rodríguez,,,José Rodríguez is substituted on,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
69,Cruzeiro,17,Arthur Viana,,,Arthur Viana recieves a yellow card,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
71,Cruzeiro,18,Lucas Romero,,,Lucas Romero is substituted off,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
71,Cruzeiro,19,Japa,,,Japa is substituted on,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
71,Cruzeiro,18,Lucas Silva,,,Lucas Silva is substituted off,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
71,Cruzeiro,19,Vitinho,,,Vitinho is substituted on,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
76,Vasco da Gama,18,João Pedro,,,João Pedro is substituted off,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
76,Vasco da Gama,19,Serginho,,,Serginho is substituted on,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
79,Cruzeiro,17,Ramiro,,,Ramiro recieves a yellow card,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
82,Cruzeiro,17,William,,,William recieves a yellow card,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
87,Vasco da Gama,18,Adson,,,Adson is substituted off,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
87,Vasco da Gama,19,Clayton,,,Clayton is substituted on,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
87,Vasco da Gama,18,Pablo Galdames,,,Pablo Galdames is substituted off,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
87,Vasco da Gama,19,Mateus Carvalho,,,Mateus Carvalho is substituted on,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
88,Cruzeiro,18,Robert,,,Robert is substituted off,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
88,Cruzeiro,19,Wesley Gasolina,,,Wesley Gasolina is substituted on,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
90+3,Vasco da Gama,17,David,,,David recieves a yellow card,0-0,"Sun, 16-Jun-24",Vasco da Gama x Cruzeiro
10,Botafogo RJ,1,Marlon Freitas,,,"Marlon Freitas assists a goal (Through Ball, Key pass, Open play)",1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
10,Botafogo RJ,16,Cuiabano,Marlon Freitas,0-1,"GOAL! Cuiabano scores , Assisted by Marlon Freitas (Low to the right, 18-yard box, Big Chance, Left footed, Open play)",1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
21,Gremio,16,Gustavo Nunes,,1-1,"GOAL! Gustavo Nunes scores  (Low to the right, 18-yard box, Big Chance, Right footed, Fast break)",1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
39,Gremio,17,Gustavo Nunes,,,Gustavo Nunes recieves a yellow card,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
45,Botafogo RJ,17,Gregore,,,Gregore recieves a yellow card,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
46,Botafogo RJ,18,Gregore,,,Gregore is substituted off,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
46,Botafogo RJ,19,Yarlen,,,Yarlen is substituted on,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
57,Botafogo RJ,1,Luiz Henrique,,,"Luiz Henrique assists a goal (Key pass, Open play)",1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
57,Botafogo RJ,16,Júnior Santos,Luiz Henrique,1-2,"GOAL! Júnior Santos scores , Assisted by Luiz Henrique (Low to the right, 18-yard box, Big Chance, Right footed, Open play)",1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
62,Botafogo RJ,18,Luiz Henrique,,,Luiz Henrique is substituted off,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
62,Botafogo RJ,19,Danilo Barbosa,,,Danilo Barbosa is substituted on,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
62,Botafogo RJ,18,Óscar Romero,,,Óscar Romero is substituted off,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
62,Botafogo RJ,19,Diego Hernández,,,Diego Hernández is substituted on,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
70,Gremio,18,João Pedro,,,João Pedro is substituted off,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
70,Gremio,19,Nathan Fernandes,,,Nathan Fernandes is substituted on,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
70,Gremio,18,Cristian Pavón,,,Cristian Pavón is substituted off,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
70,Gremio,19,Everton Galdino,,,Everton Galdino is substituted on,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
74,Botafogo RJ,18,Tchê Tchê,,,Tchê Tchê is substituted off,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
74,Botafogo RJ,19,Eduardo,,,Eduardo is substituted on,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
78,Gremio,17,Felipe Carballo,,,Felipe Carballo recieves a yellow card,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
78,Gremio,18,Dodi,,,Dodi is substituted off,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
78,Gremio,19,Du Queiroz,,,Du Queiroz is substituted on,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
79,Gremio,18,Felipe Carballo,,,Felipe Carballo is substituted off,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
79,Gremio,19,Edenílson,,,Edenílson is substituted on,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
81,Gremio,17,Everton Galdino,,,Everton Galdino recieves a yellow card,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
81,Botafogo RJ,17,Damián Suárez,,,Damián Suárez recieves a yellow card,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
83,Botafogo RJ,17,Yarlen,,,Yarlen recieves a yellow card,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
84,Gremio,18,Franco Cristaldo,,,Franco Cristaldo is substituted off,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
84,Gremio,19,Nathan,,,Nathan is substituted on,1-2,"Sun, 16-Jun-24",Gremio x Botafogo RJ
22,Atletico MG,17,Igor Rabello,,,Igor Rabello recieves a yellow card,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
25,Palmeiras,16,Aníbal Moreno,,0-1,"GOAL! Aníbal Moreno scores  (Standing, Low to the left, 18-yard box, Left footed, Set piece)",0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
31,Atletico MG,17,Hulk,,,Hulk recieves a yellow card,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
31,Atletico MG,17,Hulk,,,Hulk recieves a red card after receiving second yellow card,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
36,Atletico MG,17,Gustavo Scarpa,,,Gustavo Scarpa recieves a yellow card,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
45+1,Palmeiras,17,Joaquín Piquerez,,,Joaquín Piquerez recieves a yellow card,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
46,Atletico MG,18,Igor Rabello,,,Igor Rabello is substituted off,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
46,Atletico MG,19,Alisson,,,Alisson is substituted on,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
51,Palmeiras,17,Aníbal Moreno,,,Aníbal Moreno recieves a yellow card,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
52,Atletico MG,17,,,, recieves a yellow card,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
60,Palmeiras,16,Joaquín Piquerez,,0-2,"GOAL! Joaquín Piquerez scores  (Standing, Low to the right, 18-yard box, Big Chance, Penalty, Left footed)",0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
61,Palmeiras,16,Estêvão,,0-3,"GOAL! Estêvão scores  (Standing, High to the left, Out of box, Left footed, Open play)",0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
61,Palmeiras,17,Estêvão,,,Estêvão recieves a yellow card,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
70,Palmeiras,18,Estêvão,,,Estêvão is substituted off,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
70,Palmeiras,19,Mayke,,,Mayke is substituted on,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
71,Palmeiras,18,Joaquín Piquerez,,,Joaquín Piquerez is substituted off,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
71,Palmeiras,19,Vanderlan,,,Vanderlan is substituted on,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
73,Atletico MG,17,Matías Zaracho,,,Matías Zaracho recieves a yellow card,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
75,Atletico MG,18,Gustavo Scarpa,,,Gustavo Scarpa is substituted off,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
75,Atletico MG,19,Brahian Palacios,,,Brahian Palacios is substituted on,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
80,Palmeiras,18,Aníbal Moreno,,,Aníbal Moreno is substituted off,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
80,Palmeiras,19,Fabinho,,,Fabinho is substituted on,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
80,Palmeiras,18,Lázaro,,,Lázaro is substituted off,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
80,Palmeiras,19,Gabriel Menino,,,Gabriel Menino is substituted on,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
80,Palmeiras,18,Rony,,,Rony is substituted off,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
80,Palmeiras,19,José López,,,José López is substituted on,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
83,Atletico MG,18,Matías Zaracho,,,Matías Zaracho is substituted off,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
83,Atletico MG,19,Pedrinho,,,Pedrinho is substituted on,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
88,Atletico MG,18,Cadu,,,Cadu is substituted off,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
88,Atletico MG,19,Alan Kardec,,,Alan Kardec is substituted on,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
90+4,Palmeiras,1,Vanderlan,,,"Vanderlan assists a goal (Standing, Cross, Off the ground, Key pass, Left footed, Open play)",0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
90+4,Palmeiras,16,José López,Vanderlan,0-4,"GOAL! José López scores , Assisted by Vanderlan (Standing, Low to the centre, 18-yard box, Big Chance, Left footed, Open play)",0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
90+7,Atletico MG,17,Paulinho,,,Paulinho recieves a red card,0-4,"Tue, 18-Jun-24",Atletico MG x Palmeiras
3,Juventude,17,Jádson,,,Jádson recieves a yellow card,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
10,Atletico GO,17,Guilherme Romão,,,Guilherme Romão recieves a yellow card,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
38,Juventude,1,Erick Farias,,,"Erick Farias assists a goal (Headed, Key pass, From corner)",1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
38,Juventude,16,Lucas Barbosa,Erick Farias,1-0,"GOAL! Lucas Barbosa scores , Assisted by Erick Farias (Low to the right, 6-yard box, Big Chance, Left footed, From corner)",1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
46,Juventude,18,Zé Marcos,,,Zé Marcos is substituted off,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
46,Juventude,19,Rodrigo Sam,,,Rodrigo Sam is substituted on,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
46,Atletico GO,18,Lucas Kal,,,Lucas Kal is substituted off,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
46,Atletico GO,19,Max,,,Max is substituted on,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
46,Atletico GO,18,Vágner Love,,,Vágner Love is substituted off,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
46,Atletico GO,19,Emiliano Rodríguez,,,Emiliano Rodríguez is substituted on,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
47,Atletico GO,17,Alix,,,Alix recieves a yellow card,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
50,Atletico GO,17,Rhaldney,,,Rhaldney recieves a yellow card,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
63,Juventude,18,Erick Farias,,,Erick Farias is substituted off,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
63,Juventude,19,Gilberto,,,Gilberto is substituted on,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
63,Juventude,18,Marcelinho,,,Marcelinho is substituted off,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
63,Juventude,19,Rildo,,,Rildo is substituted on,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
64,Atletico GO,17,Maguinho,,,Maguinho recieves a yellow card,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
71,Juventude,18,Caíque,,,Caíque is substituted off,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
71,Juventude,19,Thiaguinho,,,Thiaguinho is substituted on,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
73,Atletico GO,18,Rhaldney,,,Rhaldney is substituted off,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
73,Atletico GO,19,Daniel Simões,,,Daniel Simões is substituted on,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
73,Atletico GO,18,Alejo Cruz,,,Alejo Cruz is substituted off,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
73,Atletico GO,19,Mateo Zuleta,,,Mateo Zuleta is substituted on,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
74,Juventude,18,Lucas Barbosa,,,Lucas Barbosa is substituted off,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
74,Juventude,19,Ewerthon,,,Ewerthon is substituted on,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
90,Juventude,17,João Lucas,,,João Lucas recieves a yellow card,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
90,Juventude,17,João Lucas,,,João Lucas recieves a red card after receiving second yellow card,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
90+2,Atletico GO,18,Gabriel Baralhas,,,Gabriel Baralhas is substituted off,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
90+2,Atletico GO,19,Pedro Henrique,,,Pedro Henrique is substituted on,1-0,"Wed, 05-Jun-24",Juventude x Atletico GO
7,Vitoria,17,Wagner Leonardo,,,Wagner Leonardo recieves a yellow card,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
11,Vitoria,17,Caio Vinícius,,,Caio Vinícius recieves a yellow card,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
16,Cuiaba,17,Lucas Mineiro,,,Lucas Mineiro recieves a yellow card,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
23,Cuiaba,17,Railan,,,Railan recieves a yellow card,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
46,Cuiaba,18,Railan,,,Railan is substituted off,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
46,Cuiaba,19,Matheus Alexandre,,,Matheus Alexandre is substituted on,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
58,Cuiaba,18,Eliel,,,Eliel is substituted off,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
58,Cuiaba,19,Derik Lacerda,,,Derik Lacerda is substituted on,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
60,Vitoria,18,Osvaldo,,,Osvaldo is substituted off,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
60,Vitoria,19,Janderson,,,Janderson is substituted on,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
60,Vitoria,18,Matheuzinho,,,Matheuzinho is substituted off,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
60,Vitoria,19,Eryc Castillo,,,Eryc Castillo is substituted on,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
64,Vitoria,18,Luan Silva,,,Luan Silva is substituted off,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
64,Vitoria,19,Léo Naldi,,,Léo Naldi is substituted on,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
68,Cuiaba,18,Clayson,,,Clayson is substituted off,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
68,Cuiaba,19,Jonathan Cafú,,,Jonathan Cafú is substituted on,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
68,Cuiaba,18,Fernando Sobral,,,Fernando Sobral is substituted off,0-0,"Thu, 06-Jun-24",Cuiaba x Vitoria
